year,make,model,class,motor,transmission,fuel,city(kWh/100km),hwy(kWh/100km),comb(kWh/100km),city(Le/100km),hwy(Le/100km),comb(Le/100km),range,co2_emissions,co2_rating,smog_rating,recharge_time,engine_size,cylinders,city(L/100km),hwy(L/100km),comb(L/100km),comb(mpg),fuel_1,comb(Le/100Km),range_1,fuel_2,range_2
2023,Ford,F-150 Tremor 4X4 FFV (Without Stop-Start),Pickup truck: Standard,,automatic,ethanol,,,,,,,,298.0,4.0,5.0,,5.0,8.0,20.7,15.0,18.1,16.0,,,,,
2023,Ford,F-150 Hybrid,Pickup truck: Standard,,automatic,gas,,,,,,,,236.0,5.0,6.0,,3.5,6.0,10.1,10.1,10.1,28.0,,,,,
2023,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,,automatic,gas,,,,,,,,245.0,5.0,6.0,,3.5,6.0,10.5,10.4,10.4,27.0,,,,,
2023,Ford,Maverick AWD,Pickup truck: Small,,automatic,gas,,,,,,,,230.0,5.0,6.0,,2.0,4.0,10.9,8.4,9.8,29.0,,,,,
2023,Ford,Maverick Tremor AWD,Pickup truck: Small,,automatic,gas,,,,,,,,257.0,4.0,6.0,,2.0,4.0,11.9,9.9,11.0,26.0,,,,,
2023,Ford,Maverick Hybrid,Pickup truck: Small,,automatic,gas,,,,,,,,149.0,7.0,7.0,,2.5,4.0,5.8,7.1,6.4,44.0,,,,,
2023,Ford,Mustang,Subcompact,,automatic,gas,,,,,,,,220.0,5.0,5.0,,2.3,4.0,11.0,7.4,9.3,30.0,,,,,
2023,Ford,Mustang,Subcompact,,automatic,gas,,,,,,,,235.0,5.0,5.0,,2.3,4.0,11.6,8.1,10.0,28.0,,,,,
2023,Ford,Mustang (High Performance),Subcompact,,automatic,gas,,,,,,,,242.0,5.0,5.0,,2.3,4.0,11.7,8.6,10.3,27.0,,,,,
2023,Ford,Mustang,Subcompact,,manual,gas,,,,,,,,238.0,5.0,5.0,,2.3,4.0,11.6,8.3,10.1,28.0,,,,,
2023,Ford,Mustang (High Performance),Subcompact,,manual,gas,,,,,,,,246.0,5.0,5.0,,2.3,4.0,11.9,8.7,10.5,27.0,,,,,
2023,Ford,Mustang,Subcompact,,automatic,gas,,,,,,,,299.0,4.0,5.0,,5.0,8.0,15.2,9.7,12.7,22.0,,,,,
2023,Ford,Mustang,Subcompact,,manual,gas,,,,,,,,317.0,3.0,5.0,,5.0,8.0,16.2,10.2,13.5,21.0,,,,,
2023,Ford,Mustang Convertible,Subcompact,,automatic,gas,,,,,,,,240.0,5.0,5.0,,2.3,4.0,11.8,8.3,10.2,28.0,,,,,
2023,Ford,Mustang Convertible,Subcompact,,automatic,gas,,,,,,,,244.0,5.0,5.0,,2.3,4.0,12.0,8.5,10.4,27.0,,,,,
2023,Ford,Mustang Convertible (High Performance),Subcompact,,automatic,gas,,,,,,,,252.0,5.0,5.0,,2.3,4.0,12.1,8.9,10.7,26.0,,,,,
2023,Ford,Mustang Convertible,Subcompact,,manual,gas,,,,,,,,244.0,5.0,5.0,,2.3,4.0,11.8,8.6,10.4,27.0,,,,,
2023,Ford,Mustang Convertible (High Performance),Subcompact,,manual,gas,,,,,,,,256.0,5.0,5.0,,2.3,4.0,12.3,9.2,10.9,26.0,,,,,
2023,Ford,Mustang Convertible,Subcompact,,automatic,gas,,,,,,,,313.0,4.0,5.0,,5.0,8.0,15.8,10.4,13.4,21.0,,,,,
2023,Ford,Mustang Mach 1,Subcompact,,automatic,gas,,,,,,,,303.0,4.0,5.0,,5.0,8.0,15.2,10.1,12.9,22.0,,,,,
2023,Ford,Mustang Mach 1,Subcompact,,manual,gas,,,,,,,,343.0,3.0,5.0,,5.0,8.0,17.3,11.3,14.6,19.0,,,,,
2023,Ford,Ranger 4WD,Pickup truck: Standard,,automatic,gas,,,,,,,,255.0,5.0,3.0,,2.3,4.0,11.8,9.6,10.8,26.0,,,,,
2023,Ford,Ranger 4WD (Without Stop-Start),Pickup truck: Standard,,automatic,gas,,,,,,,,261.0,4.0,3.0,,2.3,4.0,12.3,9.7,11.1,25.0,,,,,
2023,Ford,Ranger Tremor 4WD,Pickup truck: Standard,,automatic,gas,,,,,,,,293.0,4.0,3.0,,2.3,4.0,12.4,12.3,12.4,23.0,,,,,
2023,Ford,Transit Connect Van,Special purpose vehicle,,automatic,gas,,,,,,,,221.0,5.0,6.0,,2.0,4.0,9.8,8.9,9.4,30.0,,,,,
2023,Ford,Transit Connect Wagon LWB,Special purpose vehicle,,automatic,gas,,,,,,,,216.0,5.0,6.0,,2.0,4.0,10.0,8.3,9.2,31.0,,,,,
2023,Genesis,G70 AWD,Compact,,automatic,gas,,,,,,,,236.0,5.0,3.0,,2.0,4.0,11.4,8.2,10.0,28.0,,,,,
2023,Genesis,G70 AWD,Compact,,automatic,gas,,,,,,,,273.0,4.0,3.0,,3.3,6.0,13.5,9.1,11.5,25.0,,,,,
2023,Genesis,G80 AWD,Full-size,,automatic,gas,,,,,,,,225.0,5.0,5.0,,2.5,4.0,10.8,7.9,9.5,30.0,,,,,
2023,Genesis,G80 AWD,Full-size,,automatic,gas,,,,,,,,298.0,4.0,5.0,,3.5,6.0,14.8,9.9,12.6,22.0,,,,,
2023,Genesis,G90,Full-size,,automatic,gas,,,,,,,,274.0,4.0,5.0,,3.5,6.0,13.6,9.6,11.8,24.0,,,,,
2023,Genesis,GV70 AWD,SUV: Small,,automatic,gas,,,,,,,,229.0,5.0,5.0,,2.5,4.0,10.7,8.4,9.7,29.0,,,,,
2023,Genesis,GV70 AWD,SUV: Small,,automatic,gas,,,,,,,,275.0,4.0,5.0,,3.5,6.0,12.9,10.0,11.6,24.0,,,,,
2023,Genesis,GV80 AWD,SUV: Standard,,automatic,gas,,,,,,,,248.0,5.0,5.0,,2.5,4.0,11.3,9.5,10.5,27.0,,,,,
2023,Genesis,GV80 AWD,SUV: Standard,,automatic,gas,,,,,,,,279.0,4.0,5.0,,3.5,6.0,12.9,10.4,11.8,24.0,,,,,
2023,GMC,Acadia AWD,SUV: Standard,,automatic,gas,,,,,,,,232.0,5.0,7.0,,2.0,4.0,10.8,8.7,9.9,29.0,,,,,
2023,GMC,Acadia AWD,SUV: Standard,,automatic,gas,,,,,,,,259.0,4.0,6.0,,3.6,6.0,12.6,9.2,11.0,26.0,,,,,
2023,GMC,Canyon,Pickup truck: Small,,automatic,gas,,,,,,,,277.0,4.0,7.0,,2.7,4.0,13.0,10.3,11.8,24.0,,,,,
2023,GMC,Canyon 4WD,Pickup truck: Small,,automatic,gas,,,,,,,,290.0,4.0,7.0,,2.7,4.0,13.5,11.0,12.4,23.0,,,,,
2023,GMC,Canyon 4WD Mud Terrain Tire,Pickup truck: Small,,automatic,gas,,,,,,,,308.0,4.0,7.0,,2.7,4.0,13.9,12.0,13.1,22.0,,,,,
2023,GMC,Canyon AT4X 4WD,Pickup truck: Small,,automatic,gas,,,,,,,,335.0,3.0,7.0,,2.7,4.0,14.3,14.3,14.3,20.0,,,,,
2023,GMC,Sierra,Pickup truck: Standard,,automatic,gas,,,,,,,,281.0,4.0,7.0,,2.7,4.0,12.7,11.2,12.0,24.0,,,,,
2023,GMC,Sierra,Pickup truck: Standard,,automatic,diesel,,,,,,,,247.0,5.0,5.0,,3.0,6.0,10.0,8.1,9.2,31.0,,,,,
2023,GMC,Sierra,Pickup truck: Standard,,automatic,gas,,,,,,,,303.0,4.0,6.0,,5.3,8.0,14.3,11.2,12.9,22.0,,,,,
2023,GMC,Sierra FFV,Pickup truck: Standard,,automatic,gas,,,,,,,,308.0,4.0,5.0,,5.3,8.0,14.3,11.7,13.1,22.0,,,,,
2023,GMC,Sierra FFV,Pickup truck: Standard,,automatic,ethanol,,,,,,,,293.0,4.0,5.0,,5.3,8.0,19.6,15.3,17.7,16.0,,,,,
2023,GMC,Sierra 4WD,Pickup truck: Standard,,automatic,gas,,,,,,,,291.0,4.0,7.0,,2.7,4.0,13.1,11.6,12.4,23.0,,,,,
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,,automatic,gas,,,,,,,,318.0,3.0,7.0,,2.7,4.0,13.8,13.2,13.6,21.0,,,,,
2023,GMC,Sierra 4WD,Pickup truck: Standard,,automatic,diesel,,,,,,,,264.0,4.0,5.0,,3.0,6.0,10.7,8.7,9.8,29.0,,,,,
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,,automatic,diesel,,,,,,,,288.0,4.0,5.0,,3.0,6.0,11.1,10.2,10.7,26.0,,,,,
2023,GMC,Sierra 4WD,Pickup truck: Standard,,automatic,gas,,,,,,,,325.0,3.0,6.0,,5.3,8.0,14.8,11.8,13.5,21.0,,,,,
2023,GMC,Sierra 4WD FFV,Pickup truck: Standard,,automatic,gas,,,,,,,,326.0,3.0,5.0,,5.3,8.0,15.2,12.2,13.9,20.0,,,,,
2023,GMC,Sierra 4WD FFV,Pickup truck: Standard,,automatic,ethanol,,,,,,,,318.0,3.0,5.0,,5.3,8.0,21.3,16.6,19.2,15.0,,,,,
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,,automatic,gas,,,,,,,,346.0,3.0,6.0,,5.3,8.0,16.0,13.2,14.8,19.0,,,,,
2023,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,,automatic,gas,,,,,,,,326.0,3.0,5.0,,5.3,8.0,15.2,12.2,13.9,20.0,,,,,
2023,GMC,Sierra 4WD Mud Terrain Tire FFV,Pickup truck: Standard,,automatic,ethanol,,,,,,,,318.0,3.0,5.0,,5.3,8.0,21.3,16.6,19.2,15.0,,,,,
2023,GMC,Sierra 4WD,Pickup truck: Standard,,automatic,gas,,,,,,,,330.0,3.0,6.0,,6.2,8.0,15.4,12.3,14.0,20.0,,,,,
2023,GMC,Sierra 4WD Mud Terrain Tire,Pickup truck: Standard,,automatic,gas,,,,,,,,364.0,2.0,6.0,,6.2,8.0,16.7,14.0,15.5,18.0,,,,,
2023,GMC,Sierra 4WD AT4X,Pickup truck: Standard,,automatic,gas,,,,,,,,364.0,2.0,6.0,,6.2,8.0,16.7,14.0,15.5,18.0,,,,,
2023,GMC,Terrain,SUV: Small,,automatic,gas,,,,,,,,211.0,5.0,7.0,,1.5,4.0,9.7,8.1,9.0,31.0,,,,,
2023,GMC,Terrain AWD,SUV: Small,,automatic,gas,,,,,,,,216.0,5.0,7.0,,1.5,4.0,9.9,8.3,9.2,31.0,,,,,
2023,GMC,Yukon,SUV: Standard,,automatic,diesel,,,,,,,,272.0,4.0,3.0,,3.0,6.0,11.2,8.7,10.1,28.0,,,,,
2023,GMC,Yukon,SUV: Standard,,automatic,gas,,,,,,,,327.0,3.0,6.0,,5.3,8.0,15.8,11.8,14.0,20.0,,,,,
2023,GMC,Yukon 4WD,SUV: Standard,,automatic,diesel,,,,,,,,281.0,4.0,3.0,,3.0,6.0,11.7,9.0,10.5,27.0,,,,,
2023,GMC,Yukon 4WD,SUV: Standard,,automatic,gas,,,,,,,,327.0,3.0,6.0,,5.3,8.0,15.8,11.8,14.0,20.0,,,,,
2023,GMC,Yukon 4WD,SUV: Standard,,automatic,gas,,,,,,,,352.0,3.0,6.0,,6.2,8.0,16.6,13.1,15.0,19.0,,,,,
2023,GMC,Yukon XL,SUV: Standard,,automatic,diesel,,,,,,,,272.0,4.0,3.0,,3.0,6.0,11.2,8.7,10.1,28.0,,,,,
2023,GMC,Yukon XL,SUV: Standard,,automatic,gas,,,,,,,,327.0,3.0,6.0,,5.3,8.0,15.8,11.8,14.0,20.0,,,,,
2023,GMC,Yukon XL 4WD,SUV: Standard,,automatic,diesel,,,,,,,,281.0,4.0,3.0,,3.0,6.0,11.7,9.0,10.5,27.0,,,,,
2023,GMC,Yukon XL 4WD,SUV: Standard,,automatic,gas,,,,,,,,339.0,3.0,6.0,,5.3,8.0,16.0,12.7,14.5,19.0,,,,,
2023,GMC,Yukon XL 4WD,SUV: Standard,,automatic,gas,,,,,,,,352.0,3.0,6.0,,6.2,8.0,16.6,13.1,15.0,19.0,,,,,
2023,Honda,Accord,Full-size,,automatic,gas,,,,,,,,171.0,6.0,7.0,,1.5,4.0,8.1,6.4,7.3,39.0,,,,,
2023,Honda,Accord Hybrid Sport/Touring,Mid-size,,automatic,gas,,,,,,,,124.0,8.0,7.0,,2.0,4.0,5.0,5.7,5.3,53.0,,,,,
2023,Honda,Civic Hatchback,Full-size,,automatic,gas,,,,,,,,166.0,6.0,7.0,,1.5,4.0,7.7,6.3,7.1,40.0,,,,,
2023,Honda,Civic Hatchback,Full-size,,manual,gas,,,,,,,,175.0,6.0,6.0,,1.5,4.0,8.5,6.3,7.5,38.0,,,,,
2023,Honda,Civic Hatchback,Full-size,,automatic,gas,,,,,,,,167.0,6.0,7.0,,2.0,4.0,8.0,6.2,7.2,39.0,,,,,
2023,Honda,Civic Hatchback,Full-size,,manual,gas,,,,,,,,186.0,6.0,6.0,,2.0,4.0,9.1,6.6,8.0,35.0,,,,,
2023,Honda,Civic Sedan,Mid-size,,automatic,gas,,,,,,,,162.0,7.0,7.0,,1.5,4.0,7.6,6.1,6.9,41.0,,,,,
2023,Honda,Civic Sedan,Mid-size,,automatic,gas,,,,,,,,162.0,7.0,7.0,,2.0,4.0,7.7,6.0,6.9,41.0,,,,,
2023,Honda,Civic Sedan,Mid-size,,automatic,gas,,,,,,,,165.0,6.0,7.0,,2.0,4.0,7.8,6.3,7.1,40.0,,,,,
2023,Honda,Civic Sedan Si,Mid-size,,manual,gas,,,,,,,,180.0,6.0,6.0,,1.5,4.0,8.7,6.4,7.7,37.0,,,,,
2023,Honda,Civic Type R,Full-size,,manual,gas,,,,,,,,224.0,5.0,6.0,,2.0,4.0,10.8,8.3,9.7,29.0,,,,,
2023,Honda,CR-V,SUV: Small,,automatic,gas,,,,,,,,181.0,6.0,7.0,,1.5,4.0,8.4,7.1,7.8,36.0,,,,,
2023,Honda,CR-V AWD,SUV: Small,,automatic,gas,,,,,,,,197.0,6.0,6.0,,1.5,4.0,9.1,7.6,8.4,34.0,,,,,
2023,Honda,CR-V Hybrid AWD,SUV: Small,,automatic,gas,,,,,,,,151.0,7.0,7.0,,2.0,4.0,6.0,6.9,6.4,44.0,,,,,
2023,Honda,HR-V,Station wagon: Small,,automatic,gas,,,,,,,,194.0,6.0,7.0,,2.0,4.0,9.1,7.4,8.3,34.0,,,,,
2023,Honda,HR-V AWD,Station wagon: Small,,automatic,gas,,,,,,,,203.0,5.0,7.0,,2.0,4.0,9.4,7.8,8.7,32.0,,,,,
2023,Honda,Odyssey,Minivan,,automatic,gas,,,,,,,,248.0,5.0,5.0,,3.5,6.0,12.2,8.5,10.6,27.0,,,,,
2023,Honda,Passport AWD,SUV: Small,,automatic,gas,,,,,,,,265.0,4.0,3.0,,3.5,6.0,12.5,9.8,11.3,25.0,,,,,
2023,Honda,Pilot AWD,SUV: Standard,,automatic,gas,,,,,,,,258.0,4.0,7.0,,3.5,6.0,12.4,9.3,11.0,26.0,,,,,
2023,Honda,Pilot AWD Touring/Elite/Black,SUV: Standard,,automatic,gas,,,,,,,,262.0,4.0,7.0,,3.5,6.0,12.7,9.4,11.2,25.0,,,,,
2023,Honda,Pilot AWD TrailSport,SUV: Standard,,automatic,gas,,,,,,,,275.0,4.0,7.0,,3.5,6.0,13.0,10.3,11.8,24.0,,,,,
2023,Honda,Ridgeline AWD,Pickup truck: Standard,,automatic,gas,,,,,,,,271.0,4.0,3.0,,3.5,6.0,12.8,9.9,11.5,25.0,,,,,
2023,Hyundai,Elantra,Mid-size,,automatic,gas,,,,,,,,179.0,6.0,5.0,,1.6,4.0,8.4,6.6,7.6,37.0,,,,,
2023,Hyundai,Elantra,Mid-size,,automatic,gas,,,,,,,,158.0,7.0,5.0,,2.0,4.0,7.6,5.7,6.7,42.0,,,,,
2023,Hyundai,Elantra (ISG),Mid-size,,automatic,gas,,,,,,,,151.0,7.0,5.0,,2.0,4.0,7.1,5.5,6.4,44.0,,,,,
2023,Hyundai,Elantra N,Mid-size,,automatic,gas,,,,,,,,241.0,5.0,3.0,,2.0,4.0,12.1,7.9,10.2,28.0,,,,,
2023,Hyundai,Elantra N,Mid-size,,manual,gas,,,,,,,,223.0,5.0,3.0,,2.0,4.0,10.9,7.7,9.4,30.0,,,,,
2023,Hyundai,Elantra Hybrid,Mid-size,,automatic,gas,,,,,,,,110.0,8.0,7.0,,1.6,4.0,4.8,4.5,4.7,60.0,,,,,
2023,Hyundai,Kona,SUV: Small,,automatic,gas,,,,,,,,174.0,6.0,7.0,,2.0,4.0,8.0,6.6,7.4,38.0,,,,,
2023,Hyundai,Kona N,SUV: Small,,automatic,gas,,,,,,,,246.0,5.0,3.0,,2.0,4.0,11.8,8.7,10.4,27.0,,,,,
2023,Hyundai,Kona AWD,SUV: Small,,automatic,gas,,,,,,,,193.0,6.0,5.0,,1.6,4.0,8.8,7.4,8.2,34.0,,,,,
2023,Hyundai,Kona AWD,SUV: Small,,automatic,gas,,,,,,,,187.0,6.0,7.0,,2.0,4.0,8.5,7.2,7.9,36.0,,,,,
2023,Hyundai,Palisade AWD,SUV: Small,,automatic,gas,,,,,,,,263.0,4.0,5.0,,3.8,6.0,12.6,9.5,11.2,25.0,,,,,
2023,Hyundai,Santa Cruz AWD,Pickup truck: Small,,automatic,gas,,,,,,,,250.0,5.0,5.0,,2.5,4.0,12.1,8.7,10.6,27.0,,,,,
2023,Hyundai,Santa Fe AWD,SUV: Small,,automatic,gas,,,,,,,,233.0,5.0,5.0,,2.5,4.0,11.0,8.5,9.9,29.0,,,,,
2023,Hyundai,Santa Fe AWD,SUV: Small,,automatic,gas,,,,,,,,235.0,5.0,7.0,,2.5,4.0,10.6,9.3,10.0,28.0,,,,,
2023,Hyundai,Santa Fe Hybrid,SUV: Small,,automatic,gas,,,,,,,,176.0,6.0,7.0,,1.6,4.0,7.1,7.9,7.4,38.0,,,,,
2023,Hyundai,Sonata,Full-size,,automatic,gas,,,,,,,,186.0,6.0,5.0,,1.6,4.0,9.0,6.5,7.9,36.0,,,,,
2023,Hyundai,Sonata,Full-size,,automatic,gas,,,,,,,,208.0,5.0,5.0,,2.5,4.0,10.1,7.2,8.8,32.0,,,,,
2023,Hyundai,Sonata,Full-size,,automatic,gas,,,,,,,,182.0,6.0,7.0,,2.5,4.0,8.8,6.4,7.7,37.0,,,,,
2023,Hyundai,Sonata Hybrid,Full-size,,automatic,gas,,,,,,,,117.0,8.0,7.0,,2.0,4.0,5.3,4.6,5.0,56.0,,,,,
2023,Hyundai,Tucson,SUV: Small,,automatic,gas,,,,,,,,200.0,6.0,7.0,,2.5,4.0,9.4,7.4,8.5,33.0,,,,,
2023,Hyundai,Tucson AWD,SUV: Small,,automatic,gas,,,,,,,,218.0,5.0,7.0,,2.5,4.0,10.1,8.3,9.3,30.0,,,,,
2023,Hyundai,Tucson Hybrid,SUV: Small,,automatic,gas,,,,,,,,152.0,7.0,7.0,,1.6,4.0,6.3,6.6,6.4,44.0,,,,,
2023,Hyundai,Venue,Mid-size,,automatic,gas,,,,,,,,177.0,6.0,5.0,,1.6,4.0,7.9,6.9,7.5,38.0,,,,,
2023,Infiniti,Q50 AWD,Mid-size,,automatic,gas,,,,,,,,254.0,5.0,3.0,,3.0,6.0,12.5,8.7,10.8,26.0,,,,,
2023,Infiniti,Q50 AWD Red Sport,Mid-size,,automatic,gas,,,,,,,,261.0,4.0,3.0,,3.0,6.0,12.5,9.3,11.1,25.0,,,,,
2023,Infiniti,QX50 AWD,SUV: Small,,automatic,gas,,,,,,,,228.0,5.0,6.0,,2.0,4.0,10.8,8.3,9.7,29.0,,,,,
2023,Infiniti,QX55 AWD,SUV: Small,,automatic,gas,,,,,,,,222.0,5.0,6.0,,2.0,4.0,10.4,8.3,9.4,30.0,,,,,
2023,Infiniti,QX60 AWD,SUV: Standard,,automatic,gas,,,,,,,,251.0,5.0,5.0,,3.5,6.0,11.9,9.3,10.7,26.0,,,,,
2023,Infiniti,QX80 4WD,SUV: Standard,,automatic,gas,,,,,,,,355.0,3.0,3.0,,5.6,8.0,17.5,12.2,15.1,19.0,,,,,
2023,Jaguar,E-PACE P250,SUV: Small,,automatic,gas,,,,,,,,247.0,5.0,7.0,,2.0,4.0,11.5,9.2,10.4,27.0,,,,,
2023,Jaguar,F-PACE P250,SUV: Small,,automatic,gas,,,,,,,,227.0,5.0,7.0,,2.0,4.0,10.7,8.8,9.9,29.0,,,,,
2023,Jaguar,F-PACE P400,SUV: Small,,automatic,gas,,,,,,,,253.0,5.0,7.0,,3.0,6.0,12.1,9.1,10.8,26.0,,,,,
2023,Jaguar,F-PACE P550 SVR,SUV: Small,,automatic,gas,,,,,,,,316.0,3.0,3.0,,5.0,8.0,15.4,11.0,13.4,21.0,,,,,
2023,Jaguar,F-TYPE P450 Convertible,Two-seater,,automatic,gas,,,,,,,,286.0,4.0,3.0,,5.0,8.0,14.1,9.7,12.1,23.0,,,,,
2023,Jaguar,F-TYPE P450 Convertible AWD,Two-seater,,automatic,gas,,,,,,,,299.0,4.0,3.0,,5.0,8.0,15.2,9.8,12.7,22.0,,,,,
2023,Jaguar,F-TYPE P450 Coupe,Two-seater,,automatic,gas,,,,,,,,286.0,4.0,3.0,,5.0,8.0,14.1,9.7,12.1,23.0,,,,,
2023,Jaguar,F-TYPE P450 Coupe AWD,Two-seater,,automatic,gas,,,,,,,,299.0,4.0,3.0,,5.0,8.0,15.2,9.8,12.7,22.0,,,,,
2023,Jaguar,F-TYPE R Convertible AWD,Two-seater,,automatic,gas,,,,,,,,299.0,4.0,3.0,,5.0,8.0,15.2,9.8,12.7,22.0,,,,,
2023,Jaguar,F-TYPE R Coupe AWD,Two-seater,,automatic,gas,,,,,,,,299.0,4.0,3.0,,5.0,8.0,15.2,9.8,12.7,22.0,,,,,
2023,Jaguar,XF P250,Mid-size,,automatic,gas,,,,,,,,197.0,6.0,7.0,,2.0,4.0,9.4,7.1,8.4,34.0,,,,,
2023,Jaguar,XF P300 AWD,Mid-size,,automatic,gas,,,,,,,,219.0,5.0,7.0,,2.0,4.0,10.6,7.7,9.3,30.0,,,,,
2023,Jeep,Cherokee 4X4 Active Drive I,SUV: Small,,automatic,gas,,,,,,,,230.0,5.0,6.0,,2.4,4.0,11.2,8.0,9.8,29.0,,,,,
2023,Jeep,Cherokee 4X4 Trailhawk Active Drive Lock,SUV: Small,,automatic,gas,,,,,,,,249.0,5.0,5.0,,2.0,4.0,11.8,9.2,10.6,27.0,,,,,
2023,Jeep,Compass 4X4,SUV: Small,,automatic,gas,,,,,,,,205.0,5.0,7.0,,2.0,4.0,9.9,7.4,8.8,32.0,,,,,
2023,Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,,automatic,diesel,,,,,,,,263.0,4.0,1.0,,3.0,6.0,10.8,8.5,9.8,29.0,,,,,
2023,Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,,automatic,diesel,,,,,,,,271.0,4.0,1.0,,3.0,6.0,11.0,8.7,10.0,28.0,,,,,
2023,Jeep,Gladiator 4X4,Pickup truck: Standard,,automatic,gas,,,,,,,,290.0,4.0,7.0,,3.6,6.0,13.7,10.7,12.3,23.0,,,,,
2023,Jeep,Gladiator 4X4,Pickup truck: Standard,,manual,gas,,,,,,,,296.0,4.0,5.0,,3.6,6.0,14.3,10.4,12.6,22.0,,,,,
2023,Jeep,Grand Cherokee 4X4,SUV: Standard,,automatic,gas,,,,,,,,256.0,5.0,7.0,,3.6,6.0,12.3,9.2,10.9,26.0,,,,,
2023,Jeep,Grand Cherokee 4X4,SUV: Standard,,automatic,gas,,,,,,,,331.0,3.0,5.0,,5.7,8.0,16.7,10.9,14.1,20.0,,,,,
2023,Jeep,Grand Cherokee L 4X4,SUV: Standard,,automatic,gas,,,,,,,,266.0,4.0,7.0,,3.6,6.0,13.0,9.4,11.3,25.0,,,,,
2023,Jeep,Grand Cherokee L 4X4,SUV: Standard,,automatic,gas,,,,,,,,331.0,3.0,5.0,,5.7,8.0,16.7,10.9,14.1,20.0,,,,,
2023,Jeep,Grand Wagoneer 4X4 (High Output),SUV: Standard,,automatic,gas,,,,,,,,334.0,3.0,5.0,,3.0,6.0,16.3,11.8,14.3,20.0,,,,,
2023,Jeep,Grand Wagoneer 4X4,SUV: Standard,,automatic,gas,,,,,,,,374.0,2.0,1.0,,6.4,8.0,18.6,12.8,16.0,18.0,,,,,
2023,Jeep,Grand Wagoneer L 4X4 (High Output),SUV: Standard,,automatic,gas,,,,,,,,352.0,3.0,5.0,,3.0,6.0,17.0,12.5,15.0,19.0,,,,,
2023,Jeep,Renegade 4X4,SUV: Small,,automatic,gas,,,,,,,,222.0,5.0,6.0,,1.3,4.0,10.1,8.1,9.2,31.0,,,,,
2023,Jeep,Renegade 4X4 Trailhawk,SUV: Small,,automatic,gas,,,,,,,,231.0,5.0,6.0,,1.3,4.0,10.8,8.7,9.9,29.0,,,,,
2023,Jeep,Wagoneer 4X4,SUV: Standard,,automatic,gas,,,,,,,,293.0,4.0,6.0,,3.0,6.0,14.5,10.1,12.5,23.0,,,,,
2023,Jeep,Wagoneer 4X4,SUV: Standard,,automatic,gas,,,,,,,,324.0,3.0,5.0,,5.7,8.0,15.6,11.7,13.8,20.0,,,,,
2023,Jeep,Wagoneer L 4X4,SUV: Standard,,automatic,gas,,,,,,,,297.0,4.0,6.0,,3.0,6.0,14.5,10.4,12.7,22.0,,,,,
2023,Jeep,Wrangler JL 4X4,SUV: Small,,automatic,gas,,,,,,,,241.0,5.0,5.0,,2.0,4.0,10.7,9.8,10.3,27.0,,,,,
2023,Jeep,Wrangler JL 4X4,SUV: Small,,automatic,gas,,,,,,,,274.0,4.0,7.0,,3.6,6.0,12.8,10.4,11.8,24.0,,,,,
2023,Jeep,Wrangler JL 4X4 eTorque,SUV: Small,,automatic,gas,,,,,,,,258.0,4.0,7.0,,3.6,6.0,12.0,9.8,11.0,26.0,,,,,
2023,Jeep,Wrangler JL 4X4,SUV: Small,,manual,gas,,,,,,,,277.0,4.0,5.0,,3.6,6.0,13.7,9.6,11.8,24.0,,,,,
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,,automatic,gas,,,,,,,,251.0,5.0,5.0,,2.0,4.0,11.5,9.9,10.8,26.0,,,,,
2023,Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,,automatic,diesel,,,,,,,,255.0,5.0,1.0,,3.0,6.0,10.6,8.1,9.5,30.0,,,,,
2023,Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,,automatic,diesel,,,,,,,,275.0,4.0,1.0,,3.0,6.0,11.2,9.0,10.2,28.0,,,,,
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,,automatic,gas,,,,,,,,275.0,4.0,7.0,,3.6,6.0,12.9,10.2,11.7,24.0,,,,,
2023,Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,,automatic,gas,,,,,,,,262.0,4.0,7.0,,3.6,6.0,12.3,9.9,11.2,25.0,,,,,
2023,Jeep,Wrangler JL Unlimited 4X4,SUV: Small,,manual,gas,,,,,,,,285.0,4.0,5.0,,3.6,6.0,13.8,10.1,12.2,23.0,,,,,
2023,Jeep,Wrangler JL Unlimited 4X4 392,SUV: Small,,automatic,gas,,,,,,,,387.0,2.0,1.0,,6.4,8.0,18.5,14.1,16.5,17.0,,,,,
2023,Kia,Carnival,Minivan,,automatic,gas,,,,,,,,252.0,5.0,5.0,,3.5,6.0,12.1,8.9,10.6,27.0,,,,,
2023,Kia,Forte,Mid-size,,automatic,gas,,,,,,,,184.0,6.0,5.0,,1.6,4.0,8.7,6.6,7.8,36.0,,,,,
